                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    148,                  1.585,                 1.1442,                0.95445,                  0.875,                0.80244,                0.87287,                0.47766,                 1.4495,                0.90532,                0.95102,               0.005149,               0.005149,               0.005149
                    149,                  1.628,                 1.1399,                0.99022,                0.90186,                0.78655,                 0.8727,                0.46993,                 1.4796,                0.88839,                0.95585,               0.005116,               0.005116,               0.005116
                    150,                 1.5225,                  1.045,                0.96221,                0.89674,                0.80418,                0.87702,                0.47211,                 1.4983,                0.87504,                0.95519,               0.005083,               0.005083,               0.005083
                    151,                 1.6043,                 1.0775,                0.97476,                 0.8947,                0.79795,                0.87904,                0.48043,                 1.4469,                0.89371,                0.95503,                0.00505,                0.00505,                0.00505
                    152,                 1.5341,                 1.0769,                0.94054,                0.90463,                 0.7994,                0.88212,                0.48657,                 1.4228,                0.86303,                0.94547,               0.005017,               0.005017,               0.005017
                    153,                 1.5841,                 1.0921,                0.96322,                0.88314,                0.81262,                0.87799,                0.47761,                 1.4684,                0.88827,                0.95571,               0.004984,               0.004984,               0.004984
                    154,                 1.5919,                 1.1065,                0.93937,                0.91106,                0.80293,                0.88078,                0.47986,                 1.4509,                0.87195,                0.95012,               0.004951,               0.004951,               0.004951
                    155,                 1.5378,                 1.0422,                0.95093,                0.90822,                0.80751,                0.87626,                0.47831,                 1.4679,                0.86593,                0.95277,               0.004918,               0.004918,               0.004918
                    156,                 1.5785,                 1.0476,                0.93626,                0.91461,                0.80177,                0.87951,                  0.471,                 1.4685,                0.86216,                0.95436,               0.004885,               0.004885,               0.004885
                    157,                 1.5095,                 1.0313,                0.96371,                0.90066,                0.80832,                0.87393,                0.48203,                 1.4501,                0.87432,                0.94922,               0.004852,               0.004852,               0.004852
                    158,                 1.5621,                 1.0561,                0.97051,                0.91634,                0.80178,                 0.8814,                0.48376,                 1.4337,                0.86471,                 0.9492,               0.004819,               0.004819,               0.004819
                    159,                  1.604,                 1.1218,                 0.9616,                0.91314,                0.80055,                 0.8783,                0.47301,                 1.4614,                0.87097,                0.94965,               0.004786,               0.004786,               0.004786
                    160,                 1.5623,                 1.0243,                0.95401,                0.92707,                0.80256,                0.88528,                 0.4877,                 1.4244,                0.86459,                 0.9453,               0.004753,               0.004753,               0.004753
                    161,                   1.55,                 1.0782,                0.95117,                0.90595,                0.79941,                0.87861,                0.47259,                  1.457,                0.86921,                0.94892,                0.00472,                0.00472,                0.00472
                    162,                 1.5099,                 1.0129,                0.96458,                0.92185,                0.80744,                0.88693,                0.49558,                 1.4184,                0.84323,                0.94285,               0.004687,               0.004687,               0.004687
                    163,                 1.5282,                 1.0415,                0.96694,                0.89267,                0.81099,                0.88513,                0.48274,                 1.4482,                0.87457,                0.95174,               0.004654,               0.004654,               0.004654
                    164,                 1.5324,                 1.0074,                0.95499,                0.90335,                0.82063,                0.88802,                0.48414,                 1.4428,                0.86561,                0.94591,               0.004621,               0.004621,               0.004621
                    165,                 1.6177,                 1.0369,                0.94949,                0.89575,                0.81884,                  0.881,                0.48149,                 1.4523,                0.87501,                0.95215,               0.004588,               0.004588,               0.004588
                    166,                 1.5399,                 1.0294,                0.94872,                0.91972,                0.82161,                 0.8903,                0.48893,                 1.4117,                0.84936,                0.93865,               0.004555,               0.004555,               0.004555
                    167,                 1.5538,                 1.0281,                0.94426,                0.91557,                0.82494,                0.88397,                0.47756,                 1.4508,                0.85703,                0.94929,               0.004522,               0.004522,               0.004522
                    168,                 1.5772,                 1.0597,                0.95642,                0.92101,                0.82581,                0.89362,                0.49936,                 1.3929,                0.83597,                0.93626,               0.004489,               0.004489,               0.004489
                    169,                 1.5175,                 1.0111,                0.96431,                 0.9229,                0.82097,                 0.8877,                0.49632,                 1.4094,                0.83608,                0.93879,               0.004456,               0.004456,               0.004456
                    170,                 1.4681,                 1.0397,                0.93274,                0.90819,                 0.8256,                0.89187,                0.49407,                 1.3879,                0.85151,                0.93439,               0.004423,               0.004423,               0.004423
                    171,                 1.4928,                 1.0061,                0.96375,                  0.906,                0.81784,                0.88231,                0.49117,                 1.4162,                0.85493,                0.93611,                0.00439,                0.00439,                0.00439
                    172,                 1.5039,                  1.032,                0.95444,                0.90221,                0.83196,                0.88716,                0.50286,                 1.3816,                 0.8307,                0.93378,               0.004357,               0.004357,               0.004357
                    173,                 1.5606,                 1.0677,                0.96586,                0.90213,                0.82107,                0.88277,                0.48868,                 1.4316,                0.84341,                0.94344,               0.004324,               0.004324,               0.004324
                    174,                 1.5096,                 1.0347,                0.93531,                 0.9023,                0.82821,                0.88332,                0.49935,                 1.3888,                0.85132,                0.93454,               0.004291,               0.004291,               0.004291
                    175,                 1.5052,                 1.0459,                0.93062,                0.89637,                0.82609,                0.87766,                0.47961,                 1.4352,                0.85743,                0.94189,               0.004258,               0.004258,               0.004258
                    176,                  1.508,                 1.0226,                0.95325,                0.91205,                0.83221,                0.89077,                0.50205,                 1.3968,                 0.8235,                0.93344,               0.004225,               0.004225,               0.004225
                    177,                 1.5305,                 1.0256,                0.96223,                0.90523,                0.82726,                0.88605,                0.49105,                 1.4112,                0.83879,                0.93606,               0.004192,               0.004192,               0.004192
                    178,                 1.4869,                 1.0427,                0.92094,                0.91527,                0.82914,                0.89383,                0.50128,                 1.3859,                0.81368,                0.93068,               0.004159,               0.004159,               0.004159
                    179,                  1.498,                 1.0034,                0.94283,                0.91672,                0.83042,                0.89316,                0.49932,                 1.3982,                0.82382,                0.93237,               0.004126,               0.004126,               0.004126
                    180,                 1.4914,                 1.0319,                0.93793,                0.90861,                0.83545,                 0.8979,                 0.5076,                 1.3586,                0.80567,                0.92564,               0.004093,               0.004093,               0.004093
                    181,                 1.5248,                 1.0221,                0.93459,                0.91092,                0.81532,                0.88684,                0.50018,                 1.3831,                0.81922,                0.92968,                0.00406,                0.00406,                0.00406
                    182,                  1.436,                0.97779,                0.93261,                0.91917,                0.82532,                0.89644,                0.50866,                  1.369,                0.80423,                0.92627,               0.004027,               0.004027,               0.004027
                    183,                 1.5311,                 1.0147,                0.94389,                0.91422,                 0.8332,                0.90083,                0.49841,                 1.3953,                0.81344,                0.93489,               0.003994,               0.003994,               0.003994
                    184,                 1.4965,                 1.0265,                0.92851,                0.92233,                0.83551,                0.89791,                0.51273,                 1.3503,                0.79471,                0.92386,               0.003961,               0.003961,               0.003961
                    185,                 1.4307,                0.97242,                0.95654,                 0.9322,                 0.8309,                0.90087,                0.51378,                 1.3399,                0.78279,                0.92054,               0.003928,               0.003928,               0.003928
                    186,                 1.5148,                 1.0185,                0.92947,                0.90244,                0.84292,                0.89697,                0.49515,                 1.4033,                0.81892,                 0.9325,               0.003895,               0.003895,               0.003895
                    187,                 1.5073,                  1.017,                0.93681,                0.89718,                0.83531,                0.89576,                0.50878,                  1.358,                0.79474,                0.92435,               0.003862,               0.003862,               0.003862
                    188,                 1.4271,                0.99283,                 0.9694,                0.91172,                0.81666,                0.89629,                 0.5162,                 1.3562,                0.79362,                0.92447,               0.003829,               0.003829,               0.003829
                    189,                  1.492,                 1.0125,                0.93162,                0.90817,                0.81673,                0.90015,                0.50481,                  1.384,                0.80686,                0.93659,               0.003796,               0.003796,               0.003796
                    190,                 1.4868,                 1.0187,                 0.9409,                0.89495,                0.84649,                0.89639,                0.51138,                 1.3846,                0.80058,                0.92986,               0.003763,               0.003763,               0.003763
                    191,                 1.4487,                0.95281,                0.93169,                0.89375,                0.85499,                0.90182,                0.52355,                 1.3292,                0.78307,                0.91932,                0.00373,                0.00373,                0.00373
                    192,                 1.4966,                0.97964,                0.93516,                 0.9106,                0.84018,                0.89959,                0.51404,                 1.3708,                0.78814,                0.92279,               0.003697,               0.003697,               0.003697
                    193,                 1.4978,                 1.0019,                0.92529,                0.91752,                 0.8463,                0.90243,                0.51647,                  1.318,                0.77339,                0.91413,               0.003664,               0.003664,               0.003664
                    194,                  1.492,                 1.0592,                0.91713,                0.92215,                 0.8349,                0.89921,                0.50314,                 1.3489,                0.79549,                0.91845,               0.003631,               0.003631,               0.003631
                    195,                 1.5009,                 1.0312,                0.91801,                0.92364,                0.83564,                0.90089,                0.51279,                 1.3542,                0.79074,                0.92084,               0.003598,               0.003598,               0.003598
                    196,                 1.4389,                0.99094,                0.94183,                  0.913,                0.84688,                0.90422,                0.52006,                 1.3142,                 0.7683,                0.91401,               0.003565,               0.003565,               0.003565
                    197,                 1.4813,                0.99765,                0.94236,                0.91031,                0.84902,                0.90318,                0.50749,                 1.3728,                0.78515,                0.92163,               0.003532,               0.003532,               0.003532
                    198,                 1.5364,                 1.0118,                 0.9215,                0.91325,                0.85151,                 0.9032,                0.51977,                  1.307,                0.77134,                0.91256,               0.003499,               0.003499,               0.003499
                    199,                 1.4348,                0.95511,                 0.9196,                 0.9033,                0.83952,                0.89868,                0.50632,                 1.3453,                0.79636,                0.91561,               0.003466,               0.003466,               0.003466
                    200,                 1.4587,                0.98614,                0.93406,                0.91546,                0.84907,                0.90442,                0.51729,                 1.3096,                0.76314,                0.91197,               0.003433,               0.003433,               0.003433
                    201,                 1.4381,                 0.9889,                0.91969,                0.89961,                0.84322,                0.90144,                0.50911,                 1.3292,                 0.7788,                0.91531,                 0.0034,                 0.0034,                 0.0034
                    202,                 1.4468,                0.95989,                0.93938,                0.92061,                0.83585,                0.89873,                0.51565,                 1.3388,                0.77752,                0.91617,               0.003367,               0.003367,               0.003367
                    203,                 1.4648,                 1.0013,                0.93943,                 0.9134,                0.83363,                0.89864,                0.51596,                 1.3014,                0.76798,                0.91002,               0.003334,               0.003334,               0.003334
                    204,                 1.3817,                0.93655,                 0.9212,                0.91182,                0.84237,                0.90237,                0.51262,                 1.3518,                0.78097,                0.91597,               0.003301,               0.003301,               0.003301
                    205,                 1.4527,                0.96482,                0.93097,                0.92238,                0.84768,                0.90765,                0.52271,                 1.3047,                  0.762,                0.91236,               0.003268,               0.003268,               0.003268
                    206,                 1.4166,                0.96363,                0.93265,                0.92261,                0.84554,                0.90308,                0.52025,                 1.3249,                0.76603,                0.91161,               0.003235,               0.003235,               0.003235
                    207,                 1.4895,                0.98961,                0.92132,                0.92261,                0.84364,                 0.9049,                 0.5225,                 1.2991,                0.76897,                0.90891,               0.003202,               0.003202,               0.003202
                    208,                  1.452,                0.98479,                 0.9112,                0.91942,                0.83971,                0.89829,                0.51784,                 1.3214,                0.77785,                0.91094,               0.003169,               0.003169,               0.003169
                    209,                 1.4648,                0.98462,                0.91773,                0.93057,                0.84354,                0.89889,                0.51017,                  1.326,                0.78183,                0.91441,               0.003136,               0.003136,               0.003136
                    210,                 1.4728,                0.97998,                 0.9289,                0.94319,                0.85555,                0.90611,                0.52294,                 1.3124,                0.76607,                 0.9107,               0.003103,               0.003103,               0.003103
                    211,                 1.3829,                0.97138,                0.93547,                0.93353,                0.83908,                0.90369,                0.51803,                 1.3109,                0.77694,                0.91108,                0.00307,                0.00307,                0.00307
                    212,                 1.4278,                0.95692,                0.92427,                0.93824,                0.84803,                0.90713,                0.52213,                  1.307,                 0.7564,                0.90822,               0.003037,               0.003037,               0.003037
                    213,                 1.4837,                0.97201,                0.93308,                0.93515,                0.84867,                0.90929,                0.52924,                 1.2805,                0.75338,                0.90594,               0.003004,               0.003004,               0.003004
                    214,                 1.3934,                0.93717,                0.93425,                0.94443,                0.85038,                 0.9088,                0.52739,                 1.3019,                0.75345,                0.91042,               0.002971,               0.002971,               0.002971
                    215,                 1.4531,                 0.9774,                0.90805,                0.92213,                0.86199,                0.90744,                0.52099,                 1.2934,                0.75416,                0.90859,               0.002938,               0.002938,               0.002938
                    216,                 1.4552,                0.94407,                0.91205,                0.92909,                0.85514,                0.90631,                0.52912,                 1.2858,                0.75575,                0.90478,               0.002905,               0.002905,               0.002905
                    217,                 1.4408,                0.96889,                0.91951,                0.93145,                 0.8519,                0.90136,                0.52794,                 1.2839,                0.76254,                0.90536,               0.002872,               0.002872,               0.002872
                    218,                 1.4202,                0.99132,                0.91156,                0.93338,                0.85265,                0.90476,                0.52529,                 1.2891,                0.75989,                 0.9052,               0.002839,               0.002839,               0.002839
                    219,                 1.4553,                0.95629,                   0.94,                0.93708,                 0.8507,                0.90667,                0.53353,                 1.2654,                0.75059,                0.90483,               0.002806,               0.002806,               0.002806
                    220,                 1.3966,                0.93936,                0.90912,                0.94417,                0.84609,                0.90701,                 0.5316,                 1.2967,                0.74269,                 0.9076,               0.002773,               0.002773,               0.002773
                    221,                  1.412,                0.92998,                0.92965,                  0.944,                0.85145,                0.90599,                0.53624,                 1.2689,                0.73898,                0.90524,                0.00274,                0.00274,                0.00274
                    222,                 1.4608,                0.98888,                0.90372,                0.93339,                0.85781,                0.90911,                0.52464,                 1.3023,                0.75838,                0.90825,               0.002707,               0.002707,               0.002707
                    223,                 1.4078,                0.93827,                 0.9232,                0.95235,                0.84971,                0.91265,                0.53561,                 1.2618,                0.74544,                0.90282,               0.002674,               0.002674,               0.002674
                    224,                 1.4027,                0.94621,                0.91258,                0.94087,                0.84769,                0.90681,                0.53371,                 1.2708,                0.74881,                0.90318,               0.002641,               0.002641,               0.002641
                    225,                 1.4156,                0.99224,                0.92482,                0.93519,                0.84802,                 0.9075,                0.52917,                 1.2907,                0.75854,                0.91037,               0.002608,               0.002608,               0.002608
                    226,                 1.4473,                0.92874,                0.91901,                0.92739,                0.85593,                0.90713,                0.53579,                 1.2657,                0.75287,                0.90311,               0.002575,               0.002575,               0.002575
                    227,                 1.4231,                0.92091,                0.92498,                0.93021,                0.84863,                0.90667,                0.52563,                 1.2996,                0.76842,                0.90794,               0.002542,               0.002542,               0.002542
                    228,                 1.3951,                0.94316,                0.90042,                0.93014,                0.86501,                0.91107,                0.52872,                 1.2972,                0.75775,                0.90539,               0.002509,               0.002509,               0.002509
                    229,                 1.4431,                0.93273,                0.91822,                0.94628,                0.86392,                 0.9137,                0.54459,                 1.2573,                0.73728,                0.89964,               0.002476,               0.002476,               0.002476
                    230,                 1.4221,                0.94686,                 0.9017,                0.94715,                0.86395,                 0.9113,                0.53447,                  1.272,                0.73752,                 0.9013,               0.002443,               0.002443,               0.002443
                    231,                 1.4384,                0.96982,                0.91962,                0.94226,                0.86431,                0.91247,                0.54785,                 1.2497,                0.73176,                0.89782,                0.00241,                0.00241,                0.00241
                    232,                 1.4096,                0.97999,                0.93914,                0.93416,                0.86935,                0.91526,                0.54586,                 1.2487,                0.73722,                0.89803,               0.002377,               0.002377,               0.002377
                    233,                 1.3489,                0.92184,                0.90467,                0.93162,                0.86983,                0.91622,                0.54222,                 1.2679,                0.73398,                0.90076,               0.002344,               0.002344,               0.002344
                    234,                 1.3471,                0.88659,                0.93496,                0.92172,                0.87254,                0.90902,                0.54954,                 1.2456,                0.72426,                0.89655,               0.002311,               0.002311,               0.002311
                    235,                 1.3798,                0.91403,                0.91008,                0.92157,                0.87164,                0.91293,                0.54495,                 1.2417,                0.71673,                0.89761,               0.002278,               0.002278,               0.002278
                    236,                 1.4544,                 1.0178,                0.91298,                0.94205,                0.84997,                0.91167,                 0.5485,                 1.2406,                0.72521,                0.89527,               0.002245,               0.002245,               0.002245
                    237,                 1.3652,                0.93055,                0.89804,                0.93197,                0.86244,                0.91246,                0.54412,                 1.2489,                 0.7264,                0.89661,               0.002212,               0.002212,               0.002212
                    238,                 1.4245,                0.95932,                0.91001,                0.94146,                0.86009,                0.91107,                0.54827,                  1.245,                0.72311,                0.89551,               0.002179,               0.002179,               0.002179
                    239,                  1.345,                0.89016,                 0.9116,                0.94261,                0.85579,                0.91277,                0.54831,                 1.2327,                0.71664,                0.89293,               0.002146,               0.002146,               0.002146
                    240,                 1.2929,                0.89529,                0.88379,                0.95955,                0.85373,                 0.9144,                0.55013,                  1.218,                0.71052,                0.89227,               0.002113,               0.002113,               0.002113
                    241,                 1.3557,                0.92229,                0.91252,                0.94804,                0.84781,                0.90942,                0.54651,                  1.233,                 0.7115,                0.89439,                0.00208,                0.00208,                0.00208
                    242,                 1.3862,                0.96321,                 0.8933,                0.94724,                0.84449,                0.90863,                0.54921,                 1.2327,                0.71279,                0.89475,               0.002047,               0.002047,               0.002047
                    243,                 1.3712,                0.89221,                 0.9122,                0.94256,                0.84947,                0.90968,                0.54797,                 1.2286,                0.71653,                0.89389,               0.002014,               0.002014,               0.002014
                    244,                 1.3515,                0.91375,                0.89762,                0.95209,                0.85046,                 0.9155,                0.55157,                 1.2189,                0.71274,                0.89128,               0.001981,               0.001981,               0.001981
                    245,                 1.3522,                0.92007,                0.91457,                0.92936,                0.86239,                0.91026,                0.54746,                 1.2374,                0.71629,                0.89231,               0.001948,               0.001948,               0.001948
                    246,                 1.3287,                0.87728,                0.91508,                0.93402,                0.86598,                0.91469,                0.54786,                 1.2129,                0.71531,                0.88987,               0.001915,               0.001915,               0.001915
                    247,                 1.3724,                0.92588,                0.90599,                0.94427,                0.85346,                0.91002,                0.55162,                  1.209,                0.71634,                0.88921,               0.001882,               0.001882,               0.001882
                    248,                 1.2852,                  0.866,                0.90849,                0.92516,                 0.8672,                0.91002,                0.54983,                 1.2312,                0.71523,                0.89042,               0.001849,               0.001849,               0.001849
                    249,                 1.3994,                0.93245,                0.91652,                0.92301,                0.86673,                0.90957,                0.55011,                 1.2071,                 0.7162,                0.88788,               0.001816,               0.001816,               0.001816
                    250,                 1.3022,                 0.8772,                0.89881,                 0.9269,                0.86757,                0.91064,                0.55093,                 1.2045,                0.70649,                0.88854,               0.001783,               0.001783,               0.001783
                    251,                 1.3858,                0.92317,                0.90066,                0.92648,                0.86641,                0.91018,                0.55294,                 1.2073,                0.70749,                0.88825,                0.00175,                0.00175,                0.00175
                    252,                 1.3463,                0.91212,                 0.9128,                0.93453,                0.86034,                0.91039,                 0.5516,                 1.2078,                0.71093,                0.88915,               0.001717,               0.001717,               0.001717
                    253,                 1.3947,                0.97563,                0.91839,                0.92696,                0.86639,                0.91107,                0.55006,                 1.2055,                0.71234,                0.88727,               0.001684,               0.001684,               0.001684
                    254,                 1.3631,                0.93797,                0.90362,                0.94029,                0.86164,                0.91115,                0.54822,                 1.2083,                0.71168,                0.88752,               0.001651,               0.001651,               0.001651
                    255,                 1.3049,                0.87007,                0.91462,                 0.9483,                0.85338,                0.91117,                0.54989,                 1.2135,                0.70651,                0.88773,               0.001618,               0.001618,               0.001618
                    256,                 1.3448,                0.88682,                0.89512,                0.94121,                0.85824,                0.91459,                0.55319,                 1.1932,                 0.7048,                0.88518,               0.001585,               0.001585,               0.001585
                    257,                 1.3125,                0.89959,                0.92124,                 0.9517,                0.85444,                0.91431,                0.55432,                 1.1911,                0.70311,                0.88478,               0.001552,               0.001552,               0.001552
                    258,                 1.3293,                0.87946,                0.89814,                0.94696,                0.84929,                0.91089,                0.55145,                 1.2008,                0.70544,                0.88609,               0.001519,               0.001519,               0.001519
                    259,                 1.3681,                 0.9192,                0.90147,                0.96064,                0.84209,                0.91418,                0.55477,                 1.1997,                0.70972,                0.88625,               0.001486,               0.001486,               0.001486
                    260,                 1.3554,                0.90992,                0.88589,                0.95698,                0.84489,                0.91387,                0.55338,                 1.1989,                0.71215,                 0.8853,               0.001453,               0.001453,               0.001453
                    261,                 1.3844,                0.90843,                0.91669,                0.94368,                0.85346,                0.91016,                 0.5575,                 1.1866,                0.70201,                0.88309,                0.00142,                0.00142,                0.00142
                    262,                 1.3433,                0.89719,                0.89509,                0.93763,                0.86563,                0.91336,                0.55753,                 1.1847,                0.69867,                0.88348,               0.001387,               0.001387,               0.001387
                    263,                 1.3356,                0.92003,                0.89976,                0.94459,                0.85911,                 0.9154,                0.55917,                 1.1722,                0.69416,                0.88118,               0.001354,               0.001354,               0.001354
                    264,                 1.3229,                0.87314,                0.90748,                0.94337,                0.86135,                0.91579,                0.55897,                 1.1791,                0.69785,                0.88224,               0.001321,               0.001321,               0.001321
                    265,                 1.3116,                0.88079,                0.90782,                0.94155,                0.86032,                0.91494,                0.55946,                 1.1744,                0.69841,                0.88153,               0.001288,               0.001288,               0.001288
                    266,                 1.3938,                0.93625,                0.87701,                0.94531,                0.85771,                0.91548,                0.55436,                 1.1927,                0.70747,                0.88388,               0.001255,               0.001255,               0.001255
                    267,                 1.3404,                0.93492,                0.88311,                0.94543,                0.86343,                  0.915,                0.56189,                 1.1815,                0.70188,                 0.8812,               0.001222,               0.001222,               0.001222
                    268,                  1.311,                0.92112,                0.87553,                0.94621,                0.86584,                0.91576,                0.56022,                 1.1782,                0.69863,                0.88048,               0.001189,               0.001189,               0.001189
                    269,                 1.2797,                0.88063,                0.88577,                0.94276,                0.86863,                 0.9159,                 0.5618,                 1.1707,                0.69551,                 0.8793,               0.001156,               0.001156,               0.001156
                    270,                 1.2718,                0.86622,                 0.8746,                0.94267,                0.87069,                0.91733,                0.56259,                 1.1736,                0.68922,                0.87943,               0.001123,               0.001123,               0.001123
                    271,                 1.2813,                0.88944,                0.88363,                0.93814,                0.87261,                0.91774,                0.56213,                  1.171,                0.68455,                0.87937,                0.00109,                0.00109,                0.00109
                    272,                 1.3538,                0.90929,                0.88656,                0.93795,                0.87443,                0.91828,                0.56166,                 1.1697,                 0.6865,                0.87932,               0.001057,               0.001057,               0.001057
                    273,                 1.3651,                0.92444,                0.87688,                0.95033,                0.86576,                0.91908,                0.56065,                 1.1714,                0.68846,                0.87981,               0.001024,               0.001024,               0.001024
                    274,                 1.3041,                0.84613,                0.91095,                0.93973,                0.86946,                0.91701,                0.55998,                 1.1687,                 0.6865,                0.87901,               0.000991,               0.000991,               0.000991
                    275,                 1.2772,                0.86645,                0.89336,                0.94037,                0.87291,                0.91874,                  0.564,                 1.1689,                0.68397,                0.87861,               0.000958,               0.000958,               0.000958
                    276,                 1.3072,                0.85097,                0.89448,                0.93813,                 0.8748,                0.91827,                0.56634,                 1.1679,                0.68213,                0.87904,               0.000925,               0.000925,               0.000925
                    277,                 1.3427,                0.87441,                0.92633,                0.93393,                0.86938,                0.91538,                0.56527,                 1.1651,                0.68239,                0.87807,               0.000892,               0.000892,               0.000892
                    278,                  1.304,                0.88691,                0.90471,                0.93466,                0.87104,                0.91522,                0.56703,                 1.1635,                0.68191,                0.87774,               0.000859,               0.000859,               0.000859
                    279,                 1.2968,                0.89924,                0.89465,                0.93715,                0.87335,                0.91621,                0.56579,                  1.163,                0.68183,                0.87696,               0.000826,               0.000826,               0.000826
                    280,                 1.3305,                0.94776,                0.89117,                0.93268,                0.87703,                0.91634,                0.56666,                 1.1602,                0.68201,                0.87665,               0.000793,               0.000793,               0.000793
                    281,                 1.2878,                0.86793,                0.91686,                0.93147,                0.87415,                0.91534,                 0.5679,                 1.1576,                0.68162,                0.87642,                0.00076,                0.00076,                0.00076
                    282,                 1.3206,                0.91793,                0.90268,                0.94961,                 0.8733,                0.91933,                0.56952,                 1.1563,                0.67787,                0.87602,               0.000727,               0.000727,               0.000727
                    283,                 1.4024,                0.97258,                0.91526,                 0.9542,                 0.8634,                0.91933,                0.56649,                 1.1565,                0.67706,                0.87603,               0.000694,               0.000694,               0.000694
                    284,                  1.308,                0.89486,                0.89737,                0.94932,                0.86876,                 0.9195,                0.56935,                 1.1566,                0.67843,                0.87593,               0.000661,               0.000661,               0.000661
                    285,                 1.2705,                0.87538,                 0.8987,                0.94249,                0.86949,                0.91937,                0.57013,                 1.1513,                0.67757,                0.87556,               0.000628,               0.000628,               0.000628
                    286,                 1.2468,                0.85953,                0.89068,                0.92865,                0.88587,                0.91902,                0.57023,                 1.1465,                0.67433,                0.87495,               0.000595,               0.000595,               0.000595
                    287,                 1.4022,                0.92357,                0.88762,                0.93329,                0.88097,                0.91864,                0.56839,                 1.1426,                0.67497,                0.87449,               0.000562,               0.000562,               0.000562
                    288,                 1.2322,                0.85415,                0.87864,                0.93375,                0.88355,                0.91934,                0.57099,                 1.1406,                0.67375,                0.87445,               0.000529,               0.000529,               0.000529
                    289,                 1.2463,                 0.8393,                0.90389,                0.93524,                0.88177,                0.91969,                0.57276,                 1.1367,                0.67314,                0.87407,               0.000496,               0.000496,               0.000496
                    290,                 1.2738,                0.87194,                0.89437,                0.93348,                0.88326,                0.91849,                0.57096,                 1.1376,                0.67546,                0.87375,               0.000463,               0.000463,               0.000463
                    291,                 1.2623,                 0.8625,                0.91459,                0.92965,                0.88219,                0.91997,                0.57003,                 1.1414,                0.67727,                0.87451,                0.00043,                0.00043,                0.00043
                    292,                 1.3034,                0.87092,                0.91816,                0.93419,                0.87426,                0.91785,                0.56883,                 1.1448,                0.68198,                0.87487,               0.000397,               0.000397,               0.000397
                    293,                 1.2362,                0.82901,                0.90211,                0.93189,                0.87217,                 0.9171,                0.56814,                 1.1451,                0.68367,                0.87497,               0.000364,               0.000364,               0.000364
                    294,                 1.2987,                0.82843,                0.91044,                0.93118,                0.87023,                0.91745,                0.57051,                 1.1422,                 0.6815,                0.87417,               0.000331,               0.000331,               0.000331
                    295,                 1.2798,                0.84957,                0.90589,                0.92878,                0.87389,                0.91764,                0.57013,                 1.1403,                0.67971,                0.87375,               0.000298,               0.000298,               0.000298
                    296,                 1.3055,                0.89092,                0.89294,                0.92622,                0.86926,                0.91503,                0.57086,                 1.1389,                0.67755,                0.87355,               0.000265,               0.000265,               0.000265
                    297,                 1.2162,                0.79789,                0.90652,                 0.9276,                0.86931,                0.91499,                0.57261,                 1.1372,                0.67814,                0.87335,               0.000232,               0.000232,               0.000232
                    298,                 1.2627,                0.83108,                0.90365,                 0.9255,                0.87218,                0.91491,                0.57229,                 1.1376,                0.67834,                0.87284,               0.000199,               0.000199,               0.000199
                    299,                 1.2567,                0.83646,                0.94006,                0.93175,                0.86799,                0.91484,                0.57232,                 1.1382,                0.67721,                 0.8734,               0.000166,               0.000166,               0.000166
